# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "/home/xi/tmp/plant_m6A_data/ref/ath_TAIR10.gtf" "-o" "/home/xi/tmp/plant_m6A/results/phase1/expr/GSE174573_gene_counts.txt" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570256.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570257.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570258.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570259.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570260.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570261.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570262.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570263.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570264.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570265.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570266.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570267.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570268.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570269.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570270.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570271.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570272.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570273.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570274.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570275.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570276.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570277.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570278.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570279.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570256.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570257.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570258.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570259.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570260.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570261.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570262.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570263.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570264.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570265.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570266.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570267.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570268.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570269.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570270.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570271.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570272.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570273.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570274.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570275.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570276.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570277.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570278.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570279.sorted.bam
AT2G31900	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	13560370;13560549;13560676;13560760;13560760;13560963;13560963;13560963;13560963;13560963;13561169;13561169;13561169;13561169;13561169;13561480;13561480;13561480;13561480;13561480;13561621;13561621;13561621;13561621;13561621;13561775;13561775;13561775;13561775;13561775;13561957;13561957;13561957;13561957;13561957;13562113;13562113;13562113;13562113;13562113;13562356;13562356;13562356;13562356;13562356;13562638;13562638;13562638;13562638;13562638;13562887;13562887;13562887;13562887;13562887;13563179;13563179;13563179;13563179;13563179;13563309;13563309;13563309;13563309;13563309;13563438;13563438;13563438;13563438;13563438;13563723;13563723;13563723;13563723;13563723;13563911;13563911;13563911;13563911;13563911;13564119;13564119;13564119;13564119;13564119;13564408;13564408;13564408;13564408;13564408;13564655;13564655;13564655;13564655;13564655;13565067;13565067;13565067;13565067;13565067;13565448;13565448;13565448;13565448;13565448;13565727;13565727;13565727;13565727;13565727;13565890;13565890;13565890;13565890;13565890;13566087;13566087;13566087;13566087;13566087;13566289;13566289;13566289;13566289;13566289;13566538;13566538;13566538;13566538;13566538;13566771;13566771;13566771;13566771;13566771;13566906;13566906;13566906;13566906;13566906;13567080;13567080;13567080;13567080;13567080;13567217;13567217;13567217;13567217;13567217;13567583;13567583;13567583;13567583;13567583;13567809;13567809;13567809;13567809;13567809;13568022;13568022;13568022;13568022;13568022;13568256;13568256;13568256;13568256;13568256;13568512;13568512;13568512;13568512;13568642;13568642;13568642;13568642;13568880;13568880;13568880;13568880;13569126;13569126;13569126;13569403;13569403;13569403;13569621;13569621;13569621;13569791	13560892;13560892;13560892;13560892;13560892;13561045;13561045;13561045;13561045;13561045;13561249;13561249;13561249;13561249;13561249;13561536;13561536;13561536;13561536;13561536;13561677;13561677;13561677;13561677;13561677;13561874;13561874;13561874;13561874;13561874;13562027;13562027;13562027;13562027;13562027;13562262;13562262;13562262;13562262;13562262;13562562;13562562;13562562;13562562;13562562;13562793;13562796;13562793;13562796;13562796;13563057;13563057;13563057;13563057;13563057;13563238;13563238;13563238;13563238;13563238;13563353;13563353;13563353;13563353;13563353;13563546;13563546;13563546;13563546;13563546;13563824;13563824;13563824;13563824;13563824;13564050;13564050;13564050;13564050;13564050;13564334;13564334;13564334;13564334;13564334;13564506;13564506;13564506;13564506;13564506;13564774;13564774;13564774;13564774;13564774;13565272;13565272;13565272;13565272;13565272;13565625;13565625;13565625;13565625;13565625;13565787;13565787;13565787;13565787;13565787;13565996;13565996;13565996;13565996;13565996;13566218;13566218;13566218;13566218;13566218;13566459;13566459;13566459;13566459;13566459;13566664;13566664;13566664;13566664;13566664;13566808;13566808;13566808;13566808;13566808;13567007;13567007;13567007;13567007;13567007;13567137;13567137;13567137;13567137;13567137;13567318;13567318;13567318;13567318;13567318;13567729;13567729;13567729;13567729;13567729;13567945;13567945;13567945;13567945;13567945;13568171;13568171;13568171;13568171;13568171;13568415;13568279;13568415;13568415;13568415;13568570;13568570;13568570;13568570;13568798;13568798;13568798;13568798;13569025;13569025;13569025;13569092;13569269;13569269;13569269;13569531;13569531;13569531;13569623;13569657;13569623;13570469	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5844	22	42	180	111	179	242	5	9	20	20	3	1	28	22	13	11	21	39	162	107	74	84	90	45
AT2G30830	2;2;2	13132499;13133048;13133782	13132958;13133369;13134355	-;-;-	1356	1	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT2G02840	2	821553	822858	+	1306	2	3	5	5	3	7	0	5	0	7	1	3	0	0	1	0	0	6	1	11	1	1	0	26
AT2G12170	2;2;2;2	4890067;4890434;4890876;4891109	4890303;4890514;4890948;4891424	-;-;-;-	707	3	2	13	14	20	20	3	0	6	2	0	5	12	0	6	0	7	11	12	7	17	9	12	8
AT2G41997	2;2	17110760;17111023	17110912;17111255	+;+	386	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40130	2;2;2;2;2;2	16765709;16765920;16767412;16767412;16767723;16767728	16767213;16767213;16767608;16767604;16769268;16769279	+;+;+;+;+;+	3259	29	28	139	49	72	68	4	7	20	10	2	5	30	34	16	26	39	22	182	117	85	79	93	41
AT2G24681	2;2;2;2;2;2	10497147;10497340;10497541;10497614;10497930;10497930	10497254;10497468;10497835;10497835;10498331;10498462	-;-;-;-;-;-	1065	0	1	0	3	3	13	0	0	1	0	1	0	13	18	11	0	1	8	2	3	2	1	1	2
AT2G22122	2	9403067	9403835	+	769	56	39	110	75	125	188	24	26	82	78	45	21	55	63	39	29	39	85	104	86	61	110	81	80
AT2G31890	2;2;2;2;2	13556500;13557365;13557539;13559406;13559592	13557168;13557447;13559171;13559512;13559880	-;-;-;-;-	2781	136	276	362	715	423	877	64	68	207	169	62	54	273	359	220	264	375	302	319	251	318	222	258	69
AT2G27000	2;2	11523287;11524184	11524107;11525140	-;-	1778	17	37	117	53	96	113	14	10	32	26	10	38	33	51	24	7	28	12	141	136	97	91	110	65
AT2G37270	2;2;2;2;2;2;2;2;2	15647677;15647677;15648032;15648032;15648334;15648334;15648950;15648950;15649124	15647937;15647937;15648235;15648235;15648605;15648605;15649044;15649218;15649471	-;-;-;-;-;-;-;-;-	1259	188	416	822	1023	921	810	121	69	436	305	129	77	596	399	305	383	474	369	847	1047	698	589	571	881
AT2G05380	2;2;2;2;2;2;2	1966610;1966806;1966816;1967543;1967543;1967543;1967678	1966923;1966923;1966923;1968037;1967635;1968142;1968037	+;+;+;+;+;+;+	914	33806	25184	76968	20061	79180	46798	28810	37856	47750	41416	14673	14910	59337	99170	38742	40189	91285	287834	75183	28861	55616	36591	70714	37003
AT2G31345	2	13365232	13365800	-	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G45403	2;2;2	18709301;18709752;18709947	18709671;18709874;18710153	+;+;+	701	0	0	1	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G04880	2;2;2;2;2;2;2;2;2	1717833;1717888;1718481;1718481;1719200;1719484;1719484;1719736;1719736	1718068;1718068;1719127;1719380;1719380;1719639;1719639;1720526;1720526	+;+;+;+;+;+;+;+;+	2083	308	608	1016	1683	1060	2072	172	224	325	572	72	86	456	570	273	334	517	766	1117	1657	757	926	732	1130
AT2G27650	2;2;2;2;2;2;2;2;2;2;2;2	11792825;11793186;11793366;11793591;11793826;11794128;11794438;11794639;11794813;11794942;11795174;11795382	11793091;11793275;11793496;11793738;11794032;11794325;11794541;11794715;11794859;11795073;11795302;11797712	-;-;-;-;-;-;-;-;-;-;-;-	3861	0	0	2	2	2	19	2	0	0	1	1	0	3	1	2	0	7	3	8	0	0	0	1	0
AT2G42740	2;2;2;2;2	17791692;17791875;17792069;17792458;17792748	17791796;17791982;17792111;17792653;17793142	+;+;+;+;+	847	11	35	68	147	89	94	13	6	38	31	19	3	45	69	28	16	52	29	76	81	48	32	51	96
AT2G22770	2;2;2	9684562;9685725;9686253	9685337;9686138;9686613	+;+;+	1551	35	79	205	112	144	166	33	54	69	36	11	18	51	51	29	47	53	19	256	190	198	119	176	155
AT2G03420	2;2;2;2	1033557;1035389;1035566;1035751	1035238;1035485;1035655;1035969	-;-;-;-	2088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01770	2;2;2;2	334663;335448;335654;336172	335072;335562;335739;336462	-;-;-;-	902	0	0	3	0	1	2	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
AT2G16390	2;2;2;2;2;2;2;2;2;2;2	7097280;7097280;7097666;7098333;7098333;7098922;7098922;7099342;7099342;7101179;7101179	7098222;7097439;7098222;7098503;7098503;7099077;7099077;7101092;7101092;7101351;7101261	+;+;+;+;+;+;+;+;+;+;+	3194	60	117	209	267	277	313	28	19	88	47	21	24	58	41	37	36	66	76	202	189	185	171	141	178
AT2G12465	2;2	5055415;5055785	5055688;5055880	-;-	370	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AT2G37470	2	15736727	15737728	+	1002	60	80	320	123	343	393	26	66	107	70	32	51	97	64	48	20	132	98	347	460	222	125	186	115
AT2G11890	2;2;2;2;2	4802783;4802793;4803408;4804134;4804134	4803296;4803635;4803635;4804358;4804375	+;+;+;+;+	1095	270	658	908	1019	787	2327	140	559	338	878	72	304	651	684	371	528	595	1804	827	1621	514	1736	763	1689
AT2G29590	2;2;2	12654456;12654848;12655241	12654745;12654988;12655457	-;-;-	648	63	159	145	339	144	505	54	21	81	66	30	6	97	92	67	100	137	86	152	246	132	82	105	59
AT2G21200	2	9083906	9084803	-	898	29	21	18	7	18	20	1	0	6	11	1	4	5	9	6	1	14	0	25	18	21	19	11	7
AT2G15880	2;2	6917514;6920268	6920170;6920319	-;-	2709	388	1269	939	607	1053	3320	25	110	358	1019	89	399	62	125	37	158	134	716	305	825	212	799	269	542
AT2G36050	2	15135568	15137012	-	1445	88	179	84	58	109	138	5	31	31	19	5	5	23	56	15	22	23	23	121	166	68	80	96	72
AT2G22420	2;2;2	9513024;9513628;9513891	9513544;9513819;9514552	+;+;+	1375	102	143	255	151	286	315	90	56	87	68	25	65	223	305	178	243	219	184	416	214	358	281	290	172
AT2G37250	2;2;2;2	15641906;15642595;15642816;15643175	15642287;15642735;15643088;15644143	+;+;+;+	1765	197	555	782	2773	795	1897	54	52	150	236	55	63	301	442	151	229	271	271	595	1346	411	668	430	1527
AT2G30432	2;2;2	12968565;12969766;12969991	12968859;12969853;12970240	-;-;-	633	1	4	10	9	9	24	0	3	3	3	2	0	4	16	1	34	6	1	18	7	5	5	6	6
AT2G15770	2;2	6871257;6871717	6871633;6872245	-;-	906	0	0	0	3	2	8	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	3
AT2G23740	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	10097265;10097405;10097479;10097510;10097559;10097559;10098151;10098151;10098151;10098151;10098151;10098151;10098532;10098532;10098532;10098532;10098532;10098532;10098906;10098906;10098906;10098906;10098906;10098906;10099090;10099090;10099090;10099090;10099090;10099090;10099283;10099283;10099283;10099283;10099283;10099304;10102042;10102042;10102042;10102042;10102042;10102042;10102339;10102339;10102339;10102339;10102339;10102339;10102533;10102533;10102533;10102533;10102533;10102533;10102721;10102721;10102721;10102721;10102721;10102721;10102937;10102937;10102937;10102937;10103113;10103113;10103113;10103113	10097464;10097464;10097797;10097797;10097797;10097659;10098437;10098437;10098437;10098437;10098437;10098437;10098834;10098834;10098834;10098834;10098834;10098834;10099016;10099016;10099016;10099016;10099016;10099016;10099200;10099200;10099200;10099200;10099200;10099200;10101955;10101955;10101955;10101955;10101955;10101955;10102203;10102203;10102203;10102203;10102203;10102203;10102455;10102455;10102455;10102455;10102455;10102455;10102636;10102636;10102636;10102636;10102636;10102636;10102862;10102858;10102858;10102858;10102858;10102862;10103024;10103024;10103024;10103024;10103398;10103229;10103229;10103319	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4903	117	114	572	282	570	375	61	38	181	91	58	21	236	270	156	169	269	130	562	330	440	372	418	304
AT2G44650	2;2;2;2;2;2;2	18419370;18419690;18419814;18419942;18420132;18420266;18420417	18419589;18419719;18419864;18420007;18420182;18420324;18421110	-;-;-;-;-;-;-	1171	219	236	913	576	1277	778	366	64	759	195	310	42	565	520	508	431	821	112	1272	441	750	336	749	166
AT2G28860	2	12388168	12389891	-	1724	1	4	3	1	2	9	1	0	2	0	0	0	1	5	2	0	2	0	12	15	1	7	5	1
AT2G23030	2;2;2;2;2;2;2;2;2	9803492;9804161;9804342;9805381;9805576;9805761;9805980;9806307;9806484	9804031;9804259;9804446;9805473;9805668;9805814;9806081;9806381;9806731	-;-;-;-;-;-;-;-;-	1409	62	85	161	94	154	234	34	54	144	203	31	8	104	101	61	106	125	73	195	226	163	110	200	168
AT2G02000	2;2;2;2;2;2	469370;470199;470327;470911;471207;471912	469993;470251;470580;471125;471612;472070	-;-;-;-;-;-	1711	6	2	4	2	3	24	2	0	0	0	0	0	6	0	3	0	1	0	6	11	1	4	6	0
AT2G43865	2	18165419	18165878	-	460	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
AT2G25620	2;2;2;2;2;2;2;2;2	10902716;10902856;10902995;10904050;10904050;10904373;10904373;10904796;10904796	10902876;10903730;10903730;10904261;10904261;10904579;10904579;10905267;10905287	-;-;-;-;-;-;-;-;-	1926	114	200	417	714	461	882	87	47	154	152	65	53	208	341	140	192	279	274	435	399	221	206	304	319
AT2G31600	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	13447936;13448180;13448180;13448180;13448190;13448336;13448485;13448485;13449049;13449159;13449443;13449443;13449443;13449443;13449443;13449443	13448005;13448805;13448805;13448407;13448395;13448805;13448805;13448805;13449214;13449214;13450145;13450145;13450145;13450136;13450145;13450131	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1565	45	107	94	355	104	391	20	28	45	71	12	0	42	77	25	71	61	80	98	176	63	93	74	137
AT2G43870	2;2;2;2	18166336;18166908;18167252;18167842	18166830;18167133;18167541;18168381	-;-;-;-	1551	6	16	34	9	23	11	6	0	21	15	7	0	17	48	3	1	9	6	33	17	30	12	31	10
AT2G45870	2;2;2;2;2;2;2;2;2;2	18875736;18875736;18875736;18876683;18876683;18876683;18876966;18876966;18877264;18877264	18876608;18876608;18876608;18877172;18876850;18876850;18877172;18877679;18877679;18877679	+;+;+;+;+;+;+;+;+;+	1870	3	20	25	35	19	54	5	3	11	10	2	13	7	32	4	17	5	5	18	48	9	29	13	18
AT2G47150	2;2;2	19352324;19352614;19352924	19352510;19352838;19353114	-;-;-	603	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	5
AT2G41540	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	17325846;17325884;17326001;17326118;17326511;17326511;17326511;17326793;17326796;17327557;17327557;17327557;17327557;17327857;17327857;17327857;17327857;17328197;17328197;17328197;17328197;17328531;17328531;17328531;17328531	17327455;17326277;17326277;17326277;17326606;17326606;17327455;17327455;17327455;17327778;17327778;17327778;17327778;17328104;17328104;17328104;17328104;17328336;17328336;17328336;17328336;17328902;17328909;17329235;17328904	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2925	143	140	437	283	464	391	84	43	224	85	64	20	193	302	119	152	218	135	483	247	383	243	377	209
AT2G02780	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	781674;781696;781697;782273;782273;782467;782467;782571;782571;782571;782852;782852;782852;783174;783174;783174;783386;783386;783386	782183;782183;782387;782387;782504;782504;782504;782764;782764;782764;783098;783098;783098;783295;783295;783295;784880;784922;784944	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2953	76	179	207	244	200	382	14	6	39	58	12	11	48	86	37	60	51	37	210	333	157	153	111	528
AT2G38710	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	16184259;16184259;16184259;16184369;16184810;16184810;16184810;16184810;16185159;16185159;16185159;16185159;16186115;16186115;16186115;16186115;16186661;16186661;16186661;16186661;16186905;16186916;16187119	16184728;16184728;16184728;16184728;16184903;16184903;16184903;16184903;16185273;16185273;16185273;16185273;16186234;16186234;16186234;16186234;16187138;16186823;16186823;16186823;16187273;16187273;16187273	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1412	99	366	279	963	296	563	53	148	159	410	50	161	138	239	101	162	156	385	449	1015	236	492	264	1303
AT2G05540	2;2	2033154;2033680	2033373;2034283	+;+	824	1205	1033	1477	425	2023	1065	1075	503	3179	1720	713	400	2156	2580	1172	1494	3300	2794	1120	581	1989	1052	1839	926
AT2G43930	2;2;2;2;2;2;2;2;2;2;2;2	18193137;18193151;18193795;18193805;18194068;18194221;18194484;18194484;18194631;18194631;18195460;18195460	18193356;18193356;18193863;18193982;18194325;18194325;18194545;18194545;18194741;18194741;18195582;18195582	+;+;+;+;+;+;+;+;+;+;+;+	962	1	5	11	10	18	26	1	1	1	6	0	0	5	0	1	2	3	2	8	14	10	11	2	12
AT2G44430	2;2;2	18333370;18334170;18335230	18334069;18334707;18336364	+;+;+	2373	340	770	833	936	807	1841	76	179	198	412	66	118	247	402	157	234	287	917	724	1151	448	595	570	911
AT2G32970	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	13991317;13991386;13991422;13991448;13991867;13991867;13991867;13991867;13992067;13992067;13992067;13992067;13992234;13992234;13992234;13992234;13992561;13992561;13992561;13992561;13993662;13993662;13993662;13993662;13993894;13993894;13993894;13993894;13994312;13994312;13994312;13994312;13995010;13995010;13995010;13995010;13995524;13995590;13995590	13991779;13991779;13991779;13991779;13991975;13991975;13991975;13991975;13992140;13992140;13992140;13992140;13992472;13992472;13992472;13992472;13993499;13993499;13993499;13993499;13993809;13993809;13993809;13993809;13994226;13994226;13994221;13994226;13994450;13994450;13994450;13994450;13995111;13995768;13995111;13995111;13995590;13995749;13995905	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3340	115	427	381	2258	448	2069	64	91	161	348	47	158	190	281	124	198	185	439	400	932	442	720	326	1654
AT2G39480	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	16477792;16478249;16479757;16479757;16480098;16480098;16481052;16481052;16481485;16481485;16481821;16481821;16482229;16482229;16483063;16483063;16483377;16483377;16483667;16483667;16483856;16484426	16479478;16479478;16479998;16479998;16480882;16480882;16481392;16481392;16481705;16481705;16482131;16482131;16482488;16482488;16483263;16483263;16483552;16483552;16483721;16483721;16484099;16485039	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5137	494	830	1418	1675	1387	1865	117	69	283	244	106	103	362	344	233	288	415	288	1193	988	626	532	828	590
AT2G34480	2;2;2;2;2;2;2;2	14532624;14532633;14533761;14533761;14533923;14533923;14534147;14534147	14533257;14533257;14533824;14533824;14534038;14534038;14534409;14534239	-;-;-;-;-;-;-;-	1077	730	2182	3687	6280	3354	5549	457	451	1120	961	352	395	2718	2252	1787	2297	2333	1588	4348	5868	4166	5276	2912	9345
AT2G43780	2;2;2;2;2;2;2;2;2	18136108;18136182;18136213;18136213;18136947;18136992;18137410;18137410;18137758	18136665;18136665;18136665;18136665;18137410;18137429;18137659;18137664;18137803	-;-;-;-;-;-;-;-;-	1322	51	86	126	211	125	156	14	9	29	45	17	22	61	68	46	21	71	43	207	221	104	128	107	209
AT2G04800	2;2;2;2;2;2;2	1687173;1687173;1687173;1687194;1687722;1687766;1687789	1687616;1687939;1687616;1687616;1687939;1687880;1687939	-;-;-;-;-;-;-	767	20	13	58	21	52	29	3	1	11	12	8	1	12	5	6	21	4	9	79	22	22	17	45	22
AT2G21250	2;2;2;2;2;2;2;2;2;2;2	9103136;9103181;9103721;9104023;9104023;9104288;9104288;9104487;9104487;9104984;9104984	9103638;9103940;9103940;9104155;9104155;9104405;9104405;9104581;9104581;9105187;9105187	-;-;-;-;-;-;-;-;-;-;-	1355	368	689	1079	2188	1178	2764	185	247	439	621	137	202	714	774	416	785	827	947	1531	1995	1014	1546	1074	2325
AT2G37200	2;2;2;2;2;2	15621815;15621837;15622399;15622399;15622827;15622827	15622286;15622286;15622531;15622531;15623160;15623104	-;-;-;-;-;-	939	70	562	220	3523	210	1870	25	180	68	362	27	139	80	142	75	89	102	151	227	1279	208	363	171	969
AT2G04240	2;2;2	1461548;1461630;1462813	1462356;1462937;1462944	-;-;-	1397	45	87	108	72	118	119	9	5	90	81	30	14	51	44	26	54	36	13	112	97	79	91	104	63
AT2G28950	2;2;2	12431338;12432824;12433338	12432149;12433142;12433796	-;-;-	1590	317	374	686	303	467	402	171	34	343	102	124	52	492	476	323	277	612	164	1148	463	553	303	678	162
